3962	14	3927	1926-##-##	1929-##-##
12027	22	10986	2004-##-##	2005-##-##
7906	17	7915	2002-##-##	2002-##-##
2730	14	3781	2005-##-##	2013-##-##
12190	22	10650	2012-##-##	2013-##-##
3200	21	9443	1905-##-##	1905-##-##
11615	22	10202	2008-##-##	####-##-##
3065	17	6015	1995-##-##	1995-##-##
7891	17	6284	1969-##-##	1969-##-##
4679	14	4241	2001-##-##	2005-##-##
12444	22	9813	2010-##-##	2012-##-##
5446	16	5458	1998-##-##	1998-##-##
10080	22	10082	1997-##-##	1998-##-##
4417	14	3745	1983-##-##	1989-##-##
10725	22	9600	2002-##-##	2003-##-##
11120	22	5478	2008-##-##	2009-##-##
4738	14	4053	2005-##-##	2005-##-##
9399	20	5762	1958-##-##	1958-##-##
8633	17	5939	2006-##-##	2006-##-##
10835	22	10431	2001-##-##	2005-##-##
2993	23	3005	1970-##-##	1975-##-##
884	9	2495	1994-##-##	####-##-##
5446	16	5450	2011-##-##	2011-##-##
7835	20	7836	2000-##-##	2000-##-##
6402	17	6403	1992-##-##	1992-##-##
4694	14	3431	1997-##-##	2002-##-##
7762	17	7326	2012-##-##	2012-##-##
12299	22	10562	2013-##-##	2013-##-##
1152	1	1142	1871-##-##	1920-##-##
11373	22	11004	1963-##-##	1977-##-##
12131	22	10746	2009-##-##	2009-##-##
2131	6	2018	1918-##-##	####-##-##
8550	17	5872	1894-##-##	1894-##-##
2470	20	7400	2010-##-##	2010-##-##
9053	17	5939	2010-##-##	2010-##-##
11618	22	10294	1997-##-##	1998-##-##
9948	22	9895	2006-##-##	2007-##-##
10839	22	9974	1998-##-##	1999-##-##
8697	17	8698	1979-##-##	1979-##-##
3075	17	6838	1995-##-##	1995-##-##
2428	17	6474	2002-##-##	2002-##-##
113	1	46	1930-##-##	1932-##-##
2655	17	6719	1933-##-##	1933-##-##
9007	17	5836	1993-##-##	1993-##-##
10898	22	9853	1995-##-##	1995-##-##
10225	22	9791	1984-##-##	1989-##-##
11479	22	9557	1988-##-##	1993-##-##
3124	11	3081	1998-##-##	####-##-##
11563	22	9630	1990-##-##	1992-##-##
2057	6	170	1990-##-##	####-##-##
10768	22	9589	2011-##-##	2014-##-##
10343	22	9939	1989-##-##	1989-##-##
12205	22	10289	2013-##-##	2015-##-##
1539	1	148	1790-##-##	1968-##-##
6661	17	6628	1964-##-##	1964-##-##
5607	17	6766	2005-##-##	2005-##-##
7434	17	7183	1984-##-##	1984-##-##
5288	15	4971	2016-##-##	####-##-##
11750	22	9568	1974-##-##	1975-##-##
2691	17	6288	1962-##-##	1962-##-##
12487	22	10631	1995-##-##	1995-##-##
5337	15	5334	1800-##-##	####-##-##
1296	1	1210	1871-##-##	1920-##-##
2400	17	5815	1961-##-##	1961-##-##
11899	22	9959	1995-##-##	1996-##-##
8832	17	6287	2006-##-##	2006-##-##
8249	17	8279	2013-##-##	2013-##-##
5279	15	4973	####-##-##	2015-##-##
6977	17	6867	1990-##-##	1990-##-##
10396	22	9555	2010-##-##	2011-##-##
7336	17	7337	1995-##-##	1995-##-##
3205	20	6012	1931-##-##	1931-##-##
12080	22	10456	2003-##-##	2005-##-##
11947	22	10599	2007-##-##	2011-##-##
11531	22	9619	2015-##-##	####-##-##
6129	20	9174	2014-##-##	2014-##-##
1834	17	6612	1993-##-##	1993-##-##
11957	22	10371	1995-##-##	2006-##-##
6	0	7	1912-##-##	1912-##-##
12356	22	9783	1976-##-##	1979-##-##
1182	1	953	1920-##-##	####-##-##
2857	17	7196	1986-##-##	1986-##-##
5202	15	4973	####-##-##	2016-##-##
7772	17	8987	2004-##-##	2004-##-##
11987	22	10789	1992-##-##	1994-##-##
11355	22	10246	2009-##-##	2009-##-##
12005	22	10057	2006-##-##	2009-##-##
3748	14	3690	1829-##-##	1830-##-##
12145	22	10809	2009-##-##	####-##-##
11581	22	10721	1992-##-##	1994-##-##
10529	22	2157	1986-##-##	1988-##-##
11800	22	9575	1986-##-##	1988-##-##
9363	20	6706	1924-##-##	1924-##-##
871	1	865	####-##-##	2014-##-##
10031	22	10035	2003-##-##	2003-##-##
12446	22	11574	2012-##-##	2012-##-##
6663	20	9205	2001-##-##	2001-##-##
7584	17	5853	1949-##-##	1949-##-##
8106	20	8895	2005-##-##	2005-##-##
8560	17	8561	2012-##-##	2012-##-##
62	1	233	2015-##-##	####-##-##
555	15	4982	####-##-##	2014-##-##
10582	22	10157	2009-##-##	2011-##-##
10694	22	9871	1991-##-##	1993-##-##
5687	22	5650	1974-##-##	1975-##-##
5671	17	5665	1992-##-##	1992-##-##
2572	14	3431	1988-##-##	1993-##-##
1249	1	129	1790-##-##	1871-##-##
11024	22	9567	2004-##-##	2006-##-##
8767	17	8432	1927-##-##	1927-##-##
3970	14	3972	1990-##-##	2002-##-##
337	1	338	####-##-##	2015-##-##
2402	20	7475	2007-##-##	2007-##-##
4210	14	3456	2010-##-##	2015-##-##
8568	20	8570	2006-##-##	2006-##-##
10993	22	5653	1990-##-##	1995-##-##
7355	20	6780	1950-##-##	1950-##-##
10731	22	9934	1961-##-##	1970-##-##
11801	22	10536	2012-##-##	2013-##-##
2846	17	6188	1991-##-##	1991-##-##
6769	20	6771	1993-##-##	1993-##-##
11147	22	9547	2014-##-##	2014-##-##
11320	22	9622	2007-##-##	2008-##-##
11381	22	9873	2014-##-##	2014-##-##
12342	22	9809	2004-##-##	2007-##-##
8962	20	8963	1997-##-##	1997-##-##
1089	1	528	####-##-##	2005-##-##
10797	22	9564	2007-##-##	2008-##-##
8124	20	6362	2005-##-##	2005-##-##
11172	22	10277	1979-##-##	1979-##-##
7008	20	6706	1952-##-##	1952-##-##
6053	20	8096	1997-##-##	1997-##-##
9015	17	7862	1990-##-##	1990-##-##
547	1	539	2009-##-##	####-##-##
7093	20	8707	1998-##-##	1998-##-##
7123	17	7124	2005-##-##	####-##-##
11230	22	10649	1995-##-##	1995-##-##
2516	9	2484	1882-##-##	####-##-##
415	1	304	2015-##-##	####-##-##
5786	20	5774	2002-##-##	2002-##-##
11809	22	10534	2003-##-##	2003-##-##
10372	22	9754	2009-##-##	2009-##-##
2057	6	2058	1606-##-##	1743-##-##
5308	15	4987	2009-##-##	####-##-##
11963	22	10633	2011-##-##	2013-##-##
11983	22	10417	2003-##-##	2003-##-##
7891	20	6780	1963-##-##	1963-##-##
12479	22	9774	2005-##-##	2005-##-##
396	1	397	1930-##-##	1932-##-##
11905	22	11276	2014-##-##	2014-##-##
659	1	661	1977-##-##	2005-##-##
3053	23	12505	####-##-##	1969-##-##
8937	17	6001	1969-##-##	1969-##-##
650	1	651	1956-##-##	1991-##-##
7312	17	5572	2010-##-##	2010-##-##
4354	17	5887	1946-##-##	1946-##-##
11340	22	9673	2003-##-##	2005-##-##
3753	14	3733	1906-##-##	1909-##-##
8946	20	6867	1985-##-##	1985-##-##
2775	17	6432	1980-##-##	1980-##-##
3032	17	7128	1856-##-##	1856-##-##
12122	22	10515	2013-##-##	2014-##-##
9513	21	9499	1952-##-##	1952-##-##
11493	22	10807	2002-##-##	2003-##-##
6796	17	6804	2013-##-##	2013-##-##
5574	20	5572	1977-##-##	1977-##-##
1057	1	28	1917-##-##	####-##-##
10868	22	5653	2008-##-##	2011-##-##
8288	17	6240	1989-##-##	1989-##-##
4761	14	3454	2017-##-##	####-##-##
11010	22	10210	2005-##-##	2005-##-##
1102	1	148	1790-##-##	1968-##-##
6400	23	2989	1956-##-##	1960-##-##
12453	22	10008	2005-##-##	2006-##-##
11667	22	10558	2006-##-##	2009-##-##
11178	22	9672	1999-##-##	2002-##-##
7849	20	6384	1994-##-##	1994-##-##
682	1	502	####-##-##	2014-##-##
7179	17	6557	1976-##-##	1976-##-##
4805	14	3711	1937-##-##	1938-##-##
10872	22	10233	1991-##-##	1994-##-##
2613	17	7092	2016-##-##	2016-##-##
7421	22	10754	1995-##-##	2001-##-##
5740	16	5744	1979-##-##	1979-##-##
1894	23	2971	1930-##-##	1932-##-##
8854	22	10047	1999-##-##	2002-##-##
1912	6	405	1871-##-##	1919-##-##
12269	22	10545	1996-##-##	1996-##-##
12336	22	10061	2005-##-##	2005-##-##
1212	1	122	1790-##-##	1871-##-##
11506	22	9645	1999-##-##	2002-##-##
8654	17	6581	1997-##-##	1997-##-##
8637	20	5921	1986-##-##	1986-##-##
5667	17	8186	2014-##-##	2014-##-##
710	1	122	1790-##-##	1871-##-##
2693	17	5953	1943-##-##	1943-##-##
9351	20	5762	1935-##-##	1935-##-##
10249	22	10251	1997-##-##	2005-##-##
10363	22	9702	2005-##-##	2007-##-##
11656	22	10952	1991-##-##	1992-##-##
7290	17	6717	1992-##-##	1992-##-##
7879	17	7880	2014-##-##	2014-##-##
3159	17	6308	1944-##-##	1944-##-##
10066	22	9923	1945-##-##	1946-##-##
12166	22	10926	2015-##-##	2016-##-##
4778	14	3454	2017-##-##	####-##-##
8568	20	8570	2002-##-##	2002-##-##
7601	20	7602	2003-##-##	2003-##-##
6968	20	7536	1971-##-##	1971-##-##
12320	22	10356	2007-##-##	2011-##-##
11585	22	9668	2007-##-##	2012-##-##
12049	22	9822	2008-##-##	2008-##-##
1933	5	1948	1984-##-##	####-##-##
1000	1	815	2016-##-##	####-##-##
7893	20	6706	1921-##-##	1921-##-##
1921	5	1981	1977-##-##	####-##-##
12194	22	9740	1997-##-##	1998-##-##
11270	22	9859	2005-##-##	2008-##-##
4989	15	4971	2016-##-##	####-##-##
1861	20	9203	1990-##-##	1990-##-##
7882	17	7438	2008-##-##	2008-##-##
5499	22	9788	1996-##-##	1996-##-##
9841	22	9556	1999-##-##	2002-##-##
1143	15	4973	####-##-##	2015-##-##
3567	14	3437	2005-##-##	2010-##-##
3276	13	3255	1840-##-##	####-##-##
9883	22	9710	2004-##-##	2005-##-##
6261	17	7732	2007-##-##	2007-##-##
6768	17	6596	1975-##-##	1975-##-##
10991	22	10187	2003-##-##	2007-##-##
10620	22	9784	1999-##-##	2000-##-##
8598	17	8599	2014-##-##	2014-##-##
11562	22	9706	1989-##-##	1991-##-##
7336	17	7034	2001-##-##	2001-##-##
11792	22	10161	2013-##-##	####-##-##
8270	20	6667	1995-##-##	1995-##-##
4698	14	4699	2009-##-##	2014-##-##
8602	17	6604	1952-##-##	1952-##-##
9559	22	9562	2013-##-##	####-##-##
5180	15	4971	2017-##-##	####-##-##
11579	22	10112	2004-##-##	2005-##-##
8870	17	7648	2003-##-##	2003-##-##
3562	14	3437	1992-##-##	2010-##-##
11729	22	9539	2008-##-##	2008-##-##
8339	17	6324	2000-##-##	####-##-##
8258	20	8268	2003-##-##	2003-##-##
8820	20	9362	2010-##-##	2010-##-##
8692	20	8255	1995-##-##	1995-##-##
2039	15	5002	2005-##-##	####-##-##
169	6	174	1618-##-##	1701-##-##
11874	22	10081	1995-##-##	1997-##-##
467	1	125	1790-##-##	1871-##-##
11426	22	10480	2010-##-##	2010-##-##
6589	17	6591	2003-##-##	2003-##-##
9108	20	8295	2004-##-##	2004-##-##
11188	22	9615	2007-##-##	2007-##-##
5497	22	9698	2007-##-##	2011-##-##
8868	17	7586	2000-##-##	2000-##-##
12242	22	10593	2003-##-##	2005-##-##
7170	20	7092	1951-##-##	1951-##-##
8232	20	7150	1986-##-##	1986-##-##
2769	9	2476	1841-##-##	####-##-##
11110	22	10892	2014-##-##	2015-##-##
7015	17	7016	1988-##-##	1988-##-##
10629	22	9579	2012-##-##	2012-##-##
12082	22	10052	1987-##-##	1989-##-##
2428	20	8095	2003-##-##	2003-##-##
11931	22	9573	1998-##-##	1998-##-##
11521	22	11495	2012-##-##	2012-##-##
11888	22	10037	1985-##-##	1988-##-##
11955	22	9853	1995-##-##	1995-##-##
1870	4	1862	1824-##-##	1824-##-##
2305	8	2306	####-##-##	2009-##-##
4206	17	7175	2004-##-##	2004-##-##
11912	22	9790	2009-##-##	2010-##-##
10080	22	9643	2006-##-##	2007-##-##
11186	22	10632	2005-##-##	2006-##-##
11329	22	10030	2011-##-##	####-##-##
3839	14	3415	1841-##-##	1841-##-##
11745	22	9725	2003-##-##	2005-##-##
12222	22	10887	2000-##-##	2008-##-##
6663	17	6397	1999-##-##	1999-##-##
9733	22	5654	2012-##-##	2013-##-##
6524	17	6169	1927-##-##	1927-##-##
6784	20	6786	2006-##-##	2006-##-##
4859	14	3877	1595-##-##	1595-##-##
11509	22	10143	2003-##-##	2008-##-##
1975	6	2008	####-##-##	1867-##-##
1415	1	148	1790-##-##	1968-##-##
7093	20	8671	2011-##-##	2011-##-##
6896	17	6897	2009-##-##	2009-##-##
7056	17	7057	1984-##-##	1984-##-##
11394	22	9827	2008-##-##	2010-##-##
11777	22	9589	1980-##-##	1983-##-##
10276	22	9589	2005-##-##	2014-##-##
11726	22	10600	2004-##-##	2006-##-##
10444	22	5651	2007-##-##	2010-##-##
2852	17	7333	1994-##-##	1994-##-##
8842	17	7152	2005-##-##	2005-##-##
4630	14	3895	1936-##-##	1936-##-##
3941	14	3847	1797-##-##	1797-##-##
7349	17	7350	2004-##-##	2004-##-##
5109	15	5110	1889-##-##	2010-##-##
5042	15	4971	2016-##-##	####-##-##
1244	1	129	1920-##-##	####-##-##
7800	20	7770	1975-##-##	1975-##-##
11208	22	11209	1995-##-##	1997-##-##
11446	22	10128	2007-##-##	2007-##-##
5253	15	4971	2016-##-##	####-##-##
11541	22	9651	1995-##-##	1997-##-##
7393	17	6248	1959-##-##	1959-##-##
10863	22	9783	2015-##-##	####-##-##
11494	22	11495	2012-##-##	2013-##-##
10971	22	10365	1997-##-##	1998-##-##
5698	22	9837	2011-##-##	2013-##-##
42	0	102	####-##-##	2015-##-##
11937	22	9647	2001-##-##	2001-##-##
9726	22	9732	2012-##-##	2013-##-##
4369	14	3481	1984-##-##	1995-##-##
5564	20	5722	1999-##-##	1999-##-##
5309	15	5047	2015-##-##	####-##-##
6164	17	5999	1998-##-##	1998-##-##
2530	14	3711	1917-##-##	1920-##-##
2677	15	4969	1945-##-##	####-##-##
8627	17	6224	1973-##-##	1973-##-##
2793	10	2924	1862-##-##	1900-##-##
598	6	30	1743-##-##	1918-##-##
3034	17	6794	1976-##-##	1976-##-##
6862	17	6863	1993-##-##	1993-##-##
9060	22	9809	2003-##-##	2004-##-##
734	1	735	1952-##-##	1990-##-##
11965	22	10217	2008-##-##	2008-##-##
6390	20	6398	2005-##-##	2005-##-##
11682	22	9816	1981-##-##	1982-##-##
2402	20	7423	1986-##-##	1986-##-##
5505	22	5649	1953-##-##	1964-##-##
11448	22	9609	2007-##-##	2008-##-##
966	1	663	####-##-##	2014-##-##
5596	16	5549	1996-##-##	1996-##-##
12067	22	10092	1990-##-##	1993-##-##
9480	21	9481	2011-##-##	2012-##-##
4319	14	3478	1999-##-##	2004-##-##
12378	22	10231	2009-##-##	2009-##-##
10343	22	9547	1989-##-##	1990-##-##
1314	1	122	1790-##-##	1871-##-##
1554	1	496	2016-##-##	####-##-##
5312	15	4973	####-##-##	2016-##-##
4221	14	3952	1959-##-##	1965-##-##
12045	22	9822	2000-##-##	2001-##-##
10235	22	10236	2007-##-##	2008-##-##
11763	22	9569	2004-##-##	2005-##-##
2341	20	6875	1963-##-##	1963-##-##
3097	11	3098	####-##-##	2015-##-##
10039	22	10041	2006-##-##	2009-##-##
2288	8	2289	1874-##-##	1889-##-##
8692	20	8608	1993-##-##	1993-##-##
2298	12	2155	1928-##-##	####-##-##
4028	14	3431	1988-##-##	1993-##-##
12368	22	9551	1999-##-##	2000-##-##
10891	22	9829	1990-##-##	1992-##-##
9015	17	6984	1998-##-##	1998-##-##
11660	22	10826	1986-##-##	1986-##-##
10425	22	9567	1986-##-##	1988-##-##
9148	19	228	1659-##-##	1666-##-##
7677	17	7671	1997-##-##	1997-##-##
4610	14	3456	2010-##-##	2015-##-##
3065	17	5874	1995-##-##	1995-##-##
11872	22	10876	2002-##-##	2004-##-##
6334	17	5877	2010-##-##	2010-##-##
12155	22	10910	2009-##-##	2012-##-##
8947	17	7350	2010-##-##	2010-##-##
1403	1	1404	2013-##-##	####-##-##
1876	10	2920	2006-##-##	####-##-##
3155	14	3450	1957-##-##	1971-##-##
10792	22	9858	2001-##-##	2005-##-##
11805	22	9757	1995-##-##	1998-##-##
9828	22	9775	2011-##-##	2012-##-##
6361	17	6363	1989-##-##	1989-##-##
10282	22	10285	2010-##-##	2011-##-##
8484	20	6676	2010-##-##	2010-##-##
12181	22	9810	2009-##-##	2012-##-##
4456	14	4457	2013-##-##	####-##-##
1705	2	1671	2007-##-##	####-##-##
7056	17	7057	1964-##-##	1964-##-##
7890	20	7887	1993-##-##	1993-##-##
11622	22	10565	2016-##-##	####-##-##
11343	22	10671	1997-##-##	2000-##-##
1248	1	1210	1871-##-##	1920-##-##
7570	17	6593	1993-##-##	1993-##-##
3320	13	3247	1966-##-##	####-##-##
637	15	4982	####-##-##	2014-##-##
6091	17	6092	1978-##-##	1978-##-##
7089	20	7862	1978-##-##	1978-##-##
939	1	865	####-##-##	2014-##-##
5330	15	4971	2016-##-##	####-##-##
5261	15	4971	2016-##-##	####-##-##
11841	22	11496	1986-##-##	1987-##-##
10866	22	9959	2009-##-##	2010-##-##
11488	22	11489	2003-##-##	2004-##-##
2349	20	8102	1995-##-##	1995-##-##
8197	20	5762	1962-##-##	1962-##-##
9044	17	8054	1958-##-##	1958-##-##
8478	17	8485	2002-##-##	2002-##-##
11406	22	10265	2006-##-##	2007-##-##
6661	20	5762	1946-##-##	1946-##-##
8522	20	8523	2009-##-##	2009-##-##
12089	22	10015	2010-##-##	2012-##-##
11016	22	9822	1983-##-##	1988-##-##
7089	17	5841	1966-##-##	1966-##-##
11633	22	10671	2013-##-##	2015-##-##
360	1	362	2015-##-##	####-##-##
11258	22	10241	2006-##-##	2006-##-##
11077	22	2157	2003-##-##	2003-##-##
7318	17	7319	1960-##-##	1960-##-##
11407	22	10708	2005-##-##	2008-##-##
11766	22	11209	2014-##-##	2014-##-##
9123	17	6026	1987-##-##	1987-##-##
636	18	717	1885-##-##	1973-##-##
113	6	46	1919-##-##	1922-##-##
9076	20	7862	2005-##-##	2005-##-##
5756	20	6816	1982-##-##	1982-##-##
8803	17	5815	2004-##-##	2004-##-##
12096	22	10930	2009-##-##	2011-##-##
9983	22	9541	1991-##-##	1991-##-##
11419	22	10341	1978-##-##	1982-##-##
9627	22	9600	2012-##-##	2013-##-##
11394	22	9830	2008-##-##	2009-##-##
11128	22	5470	2006-##-##	2007-##-##
3420	14	3421	1944-##-##	1946-##-##
11391	22	9916	2006-##-##	2006-##-##
11854	22	11059	2003-##-##	2012-##-##
10544	22	10546	1998-##-##	1999-##-##
10766	22	10767	1999-##-##	2001-##-##
12277	22	10040	1997-##-##	2000-##-##
5627	17	8193	2000-##-##	2000-##-##
11475	22	9635	2011-##-##	2014-##-##
11830	22	10644	2000-##-##	2000-##-##
3782	22	11066	1986-##-##	1988-##-##
3353	21	9510	1975-##-##	1975-##-##
3076	23	12551	####-##-##	1984-##-##
6885	17	6267	1951-##-##	1951-##-##
6053	20	8096	1990-##-##	1990-##-##
1222	1	129	1920-##-##	####-##-##
6289	20	6391	1980-##-##	1980-##-##
7355	20	6780	1955-##-##	1955-##-##
9526	21	9451	1981-##-##	1981-##-##
785	5	1938	1993-##-##	####-##-##
8863	17	5935	1849-##-##	####-##-##
8809	17	8810	2015-##-##	2015-##-##
12358	22	9993	2008-##-##	2009-##-##
5431	16	5464	1982-##-##	1982-##-##
12103	22	10373	2014-##-##	####-##-##
6663	20	6669	2007-##-##	2007-##-##
11678	22	10637	2005-##-##	2005-##-##
5504	17	6381	2007-##-##	2007-##-##
5441	17	5440	2006-##-##	2006-##-##
12261	22	9761	2008-##-##	2008-##-##
2348	8	2349	1969-##-##	1973-##-##
3607	14	3423	1959-##-##	1965-##-##
4647	14	3871	2003-##-##	2008-##-##
6968	20	6290	1973-##-##	1973-##-##
12185	22	9736	1997-##-##	1999-##-##
7898	17	7848	2009-##-##	2009-##-##
5693	22	10161	1981-##-##	1989-##-##
513	1	572	####-##-##	2015-##-##
6661	20	5762	1952-##-##	1952-##-##
9429	20	5762	1957-##-##	1957-##-##
5628	20	7478	2004-##-##	2004-##-##
9657	22	9658	1997-##-##	1999-##-##
1278	1	129	1920-##-##	####-##-##
4613	14	3715	1815-##-##	1816-##-##
8815	17	8533	2008-##-##	2008-##-##
12388	22	9937	2005-##-##	2008-##-##
1683	2	1671	2002-##-##	####-##-##
12033	22	5471	2011-##-##	2011-##-##
10574	22	9672	2012-##-##	2012-##-##
2117	6	2032	1918-##-##	1939-##-##
11873	22	11317	2014-##-##	2014-##-##
5712	16	5637	1983-##-##	1983-##-##
11716	22	9783	2005-##-##	2005-##-##
1335	1	129	1790-##-##	1871-##-##
2438	8	2439	1982-##-##	1989-##-##
446	1	403	1949-##-##	1949-##-##
10662	22	9816	1986-##-##	1988-##-##
9292	20	6150	2001-##-##	2001-##-##
1858	17	6190	2006-##-##	2006-##-##
5086	15	4973	####-##-##	2015-##-##
1506	1	684	####-##-##	2014-##-##
11985	22	10695	1973-##-##	1975-##-##
7604	17	7038	2009-##-##	2009-##-##
10529	22	9546	1980-##-##	1986-##-##
11853	22	9754	2008-##-##	2010-##-##
6340	20	9182	1996-##-##	1996-##-##
4643	14	4570	1999-##-##	2005-##-##
2750	9	2486	1960-##-##	####-##-##
11217	22	10043	2010-##-##	2010-##-##
8615	20	8616	1990-##-##	1990-##-##
2579	14	3431	2012-##-##	2017-##-##
12165	22	9944	2012-##-##	2012-##-##
12045	22	10979	2002-##-##	2005-##-##
11947	22	10257	2010-##-##	2010-##-##
10601	22	10602	1971-##-##	1972-##-##
10103	22	10106	2007-##-##	####-##-##
8438	20	6780	1915-##-##	1915-##-##
10555	22	9900	2013-##-##	2014-##-##
2762	17	6426	1971-##-##	1971-##-##
8888	17	5954	1972-##-##	1972-##-##
11750	22	9709	1967-##-##	1968-##-##
140	1	122	1790-##-##	1871-##-##
10936	22	9600	2014-##-##	2014-##-##
12041	22	10575	2004-##-##	2005-##-##
10901	22	9712	1996-##-##	1998-##-##
8081	20	8087	2013-##-##	2013-##-##
7404	20	8092	2012-##-##	2012-##-##
12132	22	9942	2004-##-##	2008-##-##
2020	6	2008	1804-##-##	1867-##-##
12322	22	10283	2010-##-##	2011-##-##
10465	22	9850	2004-##-##	####-##-##
9009	20	7149	1988-##-##	1988-##-##
11646	22	9856	2002-##-##	2003-##-##
11363	22	9806	2010-##-##	2012-##-##
11547	22	5653	2001-##-##	2006-##-##
11019	22	10092	2002-##-##	2002-##-##
11925	22	11386	2007-##-##	2007-##-##
11538	22	9853	2005-##-##	2005-##-##
11402	22	10567	1999-##-##	2000-##-##
3678	14	3504	1951-##-##	1955-##-##
1893	20	7092	1966-##-##	1966-##-##
4716	14	3446	1237-##-##	1240-##-##
2964	10	2966	1912-##-##	1912-##-##
9463	21	9434	1436-##-##	1500-##-##
12315	22	9790	2004-##-##	2007-##-##
3833	14	3495	1854-##-##	1859-##-##
7396	17	6169	1954-##-##	1954-##-##
2736	9	2482	1875-##-##	####-##-##
8658	20	7092	1948-##-##	1948-##-##
11694	22	10133	2002-##-##	2006-##-##
183	1	184	####-##-##	2014-##-##
11481	22	9610	2009-##-##	2009-##-##
12096	22	10823	2002-##-##	2006-##-##
11210	22	10571	2013-##-##	2013-##-##
8790	17	6706	1958-##-##	1958-##-##
11806	22	9798	2004-##-##	2004-##-##
996	1	123	1871-##-##	####-##-##
1198	1	1142	1871-##-##	1920-##-##
2443	17	7394	1957-##-##	1957-##-##
11763	22	9728	2002-##-##	2004-##-##
5278	15	4985	2016-##-##	####-##-##
11048	22	10587	2005-##-##	2009-##-##
12478	22	9906	1966-##-##	1967-##-##
9030	17	9031	1998-##-##	1998-##-##
7250	20	6706	1945-##-##	1945-##-##
7790	17	6156	1997-##-##	1997-##-##
675	6	405	1871-##-##	1919-##-##
8924	17	5915	1964-##-##	1964-##-##
11833	22	10564	2010-##-##	2011-##-##
1156	1	953	1790-##-##	1871-##-##
10912	22	9840	2008-##-##	2008-##-##
4585	17	8458	1973-##-##	1973-##-##
1062	1	666	2016-##-##	####-##-##
1903	9	2623	2006-##-##	####-##-##
812	1	416	####-##-##	2014-##-##
12149	22	11143	1998-##-##	2001-##-##
10863	22	10339	2000-##-##	2002-##-##
8882	17	6916	1971-##-##	1971-##-##
9356	20	6780	1933-##-##	1933-##-##
12402	22	9630	2000-##-##	2001-##-##
8094	20	6385	2009-##-##	2009-##-##
11109	22	10159	2009-##-##	2009-##-##
9166	20	6012	1936-##-##	1936-##-##
255	1	159	1968-##-##	####-##-##
11692	22	2157	1964-##-##	1965-##-##
5260	15	4973	####-##-##	2016-##-##
1658	1	163	1790-##-##	1968-##-##
6796	17	6802	2004-##-##	2004-##-##
1894	9	2598	1940-##-##	1945-##-##
8438	20	6780	1939-##-##	1939-##-##
4728	14	3861	1992-##-##	1993-##-##
9496	21	9489	2013-##-##	2013-##-##
1587	1	123	1871-##-##	####-##-##
12021	22	9554	2000-##-##	2005-##-##
11075	22	9585	2005-##-##	2006-##-##
5262	15	4973	####-##-##	2015-##-##
12326	22	10896	1996-##-##	1998-##-##
4810	14	4443	1974-##-##	1998-##-##
10874	22	10590	2014-##-##	2014-##-##
6779	20	6780	1951-##-##	1951-##-##
7800	20	6393	1956-##-##	1956-##-##
7698	20	7046	1997-##-##	1997-##-##
12360	22	9597	1993-##-##	1996-##-##
11025	22	10296	2002-##-##	2005-##-##
6546	20	6850	1966-##-##	1966-##-##
452	1	453	1990-##-##	####-##-##
11729	22	9931	2012-##-##	2014-##-##
7176	17	6048	2006-##-##	2006-##-##
5627	17	6543	1987-##-##	1987-##-##
6968	17	6392	1973-##-##	1973-##-##
6968	20	6969	1973-##-##	1973-##-##
9410	20	5762	1915-##-##	1915-##-##
7717	17	5947	1974-##-##	1974-##-##
12266	22	5469	2013-##-##	2015-##-##
1376	1	953	1790-##-##	1871-##-##
11078	22	10531	2000-##-##	2000-##-##
12282	22	11112	1990-##-##	1991-##-##
3113	14	3793	1828-##-##	1830-##-##
9024	17	6781	1959-##-##	1959-##-##
2633	17	7192	1988-##-##	1988-##-##
4569	14	3692	1978-##-##	1984-##-##
688	15	4983	####-##-##	2014-##-##
7214	17	6662	1968-##-##	1968-##-##
12168	22	9546	2008-##-##	2010-##-##
10798	22	9538	2003-##-##	2006-##-##
12285	22	9630	2008-##-##	2012-##-##
1288	1	129	1790-##-##	1871-##-##
7483	17	7212	1974-##-##	1974-##-##
1961	5	1963	1973-##-##	####-##-##
11613	22	10738	2012-##-##	2014-##-##
7320	20	7792	1995-##-##	1995-##-##
5016	15	4973	####-##-##	2015-##-##
12411	22	5478	2006-##-##	2007-##-##
10137	22	9789	2013-##-##	2014-##-##
3413	13	3247	1969-##-##	####-##-##
10828	22	10829	1996-##-##	1999-##-##
1745	2	1671	2004-##-##	####-##-##
7173	17	6240	1976-##-##	1976-##-##
8704	20	8705	1964-##-##	1964-##-##
1958	6	2128	1945-##-##	1992-##-##
9187	20	7092	1910-##-##	1910-##-##
1383	1	129	1920-##-##	####-##-##
11036	22	10530	2008-##-##	2009-##-##
8818	20	7836	2007-##-##	2007-##-##
3235	17	5868	1991-##-##	1991-##-##
11931	22	11112	2000-##-##	2000-##-##
2165	6	1439	2005-##-##	2014-##-##
393	1	123	1871-##-##	####-##-##
1187	1	953	1920-##-##	####-##-##
6849	20	6547	1972-##-##	1972-##-##
10757	22	9761	1998-##-##	2001-##-##
1206	1	953	1790-##-##	1871-##-##
11657	22	11092	2005-##-##	2006-##-##
10276	22	10143	2006-##-##	####-##-##
8258	20	5921	1998-##-##	1998-##-##
4628	14	3822	1991-##-##	1999-##-##
12284	22	9849	2004-##-##	2005-##-##
6971	20	6963	2000-##-##	2000-##-##
